FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID
Autistica - Organisational Culture,30,86131995,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,14/02/2019,467
Autistica - Organisational Culture,30,57180656,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/02/2019,468
Autistica - Organisational Culture,30,62929404,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,14/02/2019,469
Autistica - Organisational Culture,30,30901982,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,14/02/2019,470
Autistica - Organisational Culture,30,93085379,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,14/02/2019,471
Autistica - Organisational Culture,30,77431644,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,14/02/2019,472
Autistica - Organisational Culture,30,67013133,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/02/2019,473
Autistica - Organisational Culture,30,13838301,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,14/02/2019,474
Autistica - Organisational Culture,30,66718298,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/02/2019,475
Autistica - Organisational Culture,30,24641611,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,14/02/2019,476
Autistica - Organisational Culture,30,67388864,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,14/02/2019,477
Autistica - Organisational Culture,30,25055544,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,14/02/2019,478
Autistica - Organisational Culture,30,24503298,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,14/02/2019,479
Autistica - Organisational Culture,30,43928283,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/02/2019,480
Autistica - Organisational Culture,30,19630284,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,14/02/2019,481
Autistica - Organisational Culture,30,87042105,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,14/02/2019,482
Autistica - Organisational Culture,30,71593024,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/02/2019,483
Autistica - Organisational Culture,30,31866214,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/02/2019,484
Autistica - Organisational Culture,30,97162166,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,14/02/2019,485
Autistica - Organisational Culture,30,41273901,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,14/02/2019,486
Autistica - Organisational Culture,30,43440948,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,14/02/2019,487
Autistica - Organisational Culture,30,77705205,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/02/2019,488
Autistica - Organisational Culture,30,58358243,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,14/02/2019,489
Autistica - Organisational Culture,30,47815963,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/02/2019,490
Autistica - Organisational Culture,30,69828639,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/02/2019,491
Autistica - Organisational Culture,30,38868666,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,14/02/2019,492
Autistica - Organisational Culture,30,72888018,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,14/02/2019,493
Autistica - Organisational Culture,30,43522829,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,14/02/2019,494
Autistica - Organisational Culture,30,41811454,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,14/02/2019,495
Autistica - Organisational Culture,30,40690745,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,14/02/2019,496
Autistica - Organisational Culture,30,25057429,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,14/02/2019,497
Autistica - Organisational Culture,30,39249976,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,14/02/2019,498
Autistica - Organisational Culture,30,63410382,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,14/02/2019,499
Autistica - Organisational Culture,30,61657100,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,14/02/2019,500
Autistica - Organisational Culture,30,22222222,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/02/2019,501
Autistica - Organisational Culture,30,11111111,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/02/2019,502
Autistica - Organisational Culture,30,12077101,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/02/2019,503
Autistica - Organisational Culture,30,38961843,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/02/2019,504
Autistica - Organisational Culture,30,67611589,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/02/2019,505
Autistica - Organisational Culture,30,32500162,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/02/2019,506
Autistica - Organisational Culture,30,90705766,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/02/2019,507
Autistica - Organisational Culture,30,46465154,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/02/2019,508
Autistica - Organisational Culture,30,36480781,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/02/2019,509
Autistica - Organisational Culture,30,86004302,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/02/2019,510
Autistica - Organisational Culture,30,74046800,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/02/2019,511
Autistica - Organisational Culture,30,67512682,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/02/2019,512
Autistica - Organisational Culture,30,87436666,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/02/2019,513
Autistica - Organisational Culture,30,28755653,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/02/2019,514
Autistica - Organisational Culture,30,66722819,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/02/2019,515
Autistica - Organisational Culture,30,65438804,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/02/2019,516
Autistica - Organisational Culture,30,15938146,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/02/2019,517
Autistica - Organisational Culture,30,37603401,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/02/2019,518
Autistica - Organisational Culture,30,23337145,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/02/2019,519
Autistica - Organisational Culture,30,99599196,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/02/2019,520
Autistica - Organisational Culture,30,25718877,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/02/2019,521
Autistica - Organisational Culture,30,97909632,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/02/2019,522
Autistica - Organisational Culture,30,40268226,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/02/2019,523
Autistica - Organisational Culture,30,63985686,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/02/2019,524
Autistica - Organisational Culture,30,63237915,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/02/2019,525
Autistica - Organisational Culture,30,50544037,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/02/2019,526
Autistica - Organisational Culture,30,14286843,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/02/2019,527
Autistica - Organisational Culture,30,53175760,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/02/2019,528
Autistica - Organisational Culture,30,56361261,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/02/2019,529
Autistica - Organisational Culture,30,66411825,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/02/2019,530
Autistica - Organisational Culture,30,34060153,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/02/2019,531
Autistica - Organisational Culture,30,11168511,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/02/2019,532
Autistica - Organisational Culture,30,85920205,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/02/2019,533
Autistica - Organisational Culture,30,83766303,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/02/2019,534
Autistica - Organisational Culture,30,64793738,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/02/2019,535
Autistica - Organisational Culture,30,59096037,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/02/2019,536
Autistica - Organisational Culture,30,77773077,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/02/2019,537
Autistica - Organisational Culture,30,47375033,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/02/2019,538
Autistica - Organisational Culture,30,39847852,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/02/2019,539
Autistica - Organisational Culture,30,68971632,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/02/2019,540
Autistica - Organisational Culture,30,22090963,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/02/2019,541
Autistica - Organisational Culture,30,60377624,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/02/2019,542
Autistica - Organisational Culture,30,30738880,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/02/2019,543
Autistica - Organisational Culture,30,86589369,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/02/2019,544
Autistica - Organisational Culture,30,66155821,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/02/2019,545
Autistica - Organisational Culture,30,61677296,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/02/2019,546
Autistica - Organisational Culture,30,56419454,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/02/2019,547
Autistica - Organisational Culture,30,86397034,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/02/2019,548
Autistica - Organisational Culture,30,41455969,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/02/2019,549
